city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1990,38,9/17/1990,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.85714289999993,299.9,296.4314286,301.7,298.7,36.6,81.63714286,143.73,17.89285714,1.7428571430000002,301.24285710000004,8.114285714,305.8,296.9,3.3,40
sj,1990,39,9/24/1990,0.1161,0.2609,0.19944289999999998,0.24421669999999998,51.39,300.4271429,300.6,296.0285714,302.4,299.1,16.4,77.04857143,51.39,17.46857143,2.257142857,301.34285710000006,7.728571429,305.8,297.4,15.8,27
sj,1990,40,10/1/1990,0.22855,0.18975,0.2124857,0.20118570000000002,31.18,300.7757143,300.85,296.6642857,303.3,299.1,36.1,78.52,31.18,18.18,2.9,301.77142860000004,8.028571429,306.3,296.9,11.7,42
sj,1990,41,10/8/1990,0.17115,0.06755,0.1794667,0.15771670000000002,51.42,299.85714289999993,299.9428571,296.92857139999995,301.8,298.1,132.4,84.11,51.42,18.51285714,2.5714285709999998,301.62857139999994,7.3142857139999995,306.3,297.4,57.7,33
sj,1990,42,10/15/1990,0.09451169653988867,0.0702,0.18161670000000002,0.16575,143.55,299.1957143,299.3071429,296.5442857,301.5,297.5,279.6,85.62142857,143.55,18.11571429,1.871428571,300.62857139999994,7.4,305.8,296.3,61.8,43
sj,1990,43,10/22/1990,0.1462,0.08975,0.12882860000000002,0.1239286,127.03,298.90285710000006,299.04285710000005,296.25714289999996,300.9,297.2,94.52,85.50285714,127.03,17.75,1.8,299.77142860000004,7.628571429,305.2,294.7,91.5,37
sj,1990,44,10/29/1990,0.25225,0.1834333,0.318,0.2959,101.35,299.72714289999993,299.7785714,296.5342857,301.4,298.5,22.26,82.78714286,101.35,18.03428571,1.785714286,300.9714286,8.642857142999999,306.3,295.8,6.3,57
sj,1990,45,11/5/1990,0.1526,0.181775,0.1783286,0.1866286,20.46,299.97285710000006,300.0357143,296.56428569999997,302.2,298.5,14.4,81.71571429,20.46,18.07428571,2.385714286,301.4714286,8.428571429,306.3,296.9,6.6,71
sj,1990,46,11/12/1990,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.68714289999997,302.3,298.8,7.1,75.72857143,20.0,17.08571429,2.2,300.54285710000005,8.6,305.8,295.2,38.9,44
sj,1990,47,11/19/1990,0.2722,0.33035,0.13163329999999998,0.1253833,20.04,299.51142860000004,299.6357143,295.3757143,301.6,297.0,36.7,78.15142857,20.04,16.75285714,2.528571429,299.8,7.414285714,304.7,295.2,9.6,56
sj,1990,48,11/26/1990,0.13676670000000002,0.216525,0.17678570000000002,0.1415857,33.61,298.23857139999996,298.26428569999996,294.81142860000006,300.2,296.5,44.3,81.38571429,33.61,16.20857143,1.9857142859999999,299.2,7.128571429,304.1,293.6,26.7,53
sj,1990,49,12/3/1990,0.1098,0.0886,0.2667833,0.2517,9.96,298.54285710000005,298.68571430000003,294.78285710000006,300.8,296.7,71.8,79.90857143,9.96,16.16142857,2.057142857,298.98571430000004,5.542857142999999,302.4,295.2,69.0,52
sj,1990,50,12/10/1990,0.12135,0.26166,0.19138570000000002,0.2099857,0.0,298.2028571000001,298.2785714,292.00428569999997,300.6,296.1,4.1,68.72285714,0.0,13.61571429,2.9857142860000003,297.68571430000003,7.771428571,302.4,292.4,2.8,47
sj,1990,51,12/17/1990,0.2931333,0.2668667,0.2608571,0.30272859999999996,52.45,298.2971428999999,298.37857139999994,294.55857139999995,300.9,296.0,32.31,80.08285714,52.45,15.95428571,2.871428571,298.7142857,6.585714286,303.6,294.1,19.8,26
sj,1990,52,12/24/1990,0.3025,0.2772333,0.17126670000000002,0.16162220000000002,0.0,298.03857139999997,298.0857143,292.1057143,299.8,295.3,5.46,69.68142857,0.0,13.68285714,2.285714286,298.15714289999994,5.842857143,301.9,294.1,20.9,27
sj,1991,1,1/1/1991,0.1465,0.14046670000000003,0.1515,0.16731429999999997,0.0,297.06,297.1357143,291.90714289999994,299.0,293.9,4.8,72.93857143,0.0,13.51142857,2.528571429,297.3857143,7.457142857000001,302.4,291.9,5.3,21
sj,1991,2,1/8/1991,0.1423225335789473,0.10046669999999999,0.2519,0.1376167,15.85,297.6742857,297.8285714,293.28285710000006,299.3,295.8,26.33,76.62857143,15.85,14.67142857,1.885714286,297.9142857,6.3142857139999995,301.3,294.1,31.7,21
sj,1991,3,1/15/1991,0.25282328715637536,0.2935667,0.25994290000000003,0.2179,0.0,297.42285710000004,297.65714289999994,293.41285710000005,299.3,296.1,27.4,78.5,0.0,14.79857143,2.0,298.24285710000004,6.571428571,302.4,294.1,16.5,26
sj,1991,4,1/22/1991,0.3313,0.30933330000000003,0.22102860000000002,0.20275710000000002,0.0,297.88428569999996,298.15,292.3828571,300.3,296.0,0.7,71.59714286,0.0,13.87857143,2.557142857,297.7142857,7.771428571,302.4,291.3,6.8,34
sj,1991,5,1/29/1991,0.0917,0.246425,0.2438571,0.1956,0.0,298.0442857,298.22857139999996,292.5728571,300.1,295.0,5.7,71.78428571,0.0,14.04428571,2.7714285710000004,297.8285714,8.157142857,303.0,291.9,5.9,37
sj,1991,6,2/5/1991,0.3801,0.22856669999999998,0.2550429,0.2258,0.0,297.74,297.92857139999995,293.15,299.7,295.0,19.69,75.79428571,0.0,14.54142857,2.4285714290000002,298.0571429,6.885714286,303.0,293.6,7.3,17
sj,1991,7,2/12/1991,0.0712,0.2211,0.2762429,0.2673429,18.05,296.88428569999996,297.1142857,292.97285710000006,300.2,294.1,21.4,78.89571429,18.05,14.46,3.2,298.14285710000007,8.871428571000001,305.2,291.9,5.6,19
sj,1991,8,2/19/1991,0.15043999631987592,0.2094,0.10843330000000001,0.1194,0.0,297.4142857,297.6142857,293.63142860000005,300.1,295.8,26.2,79.74,0.0,15.03571429,2.5714285709999998,298.84285710000006,8.471428571,305.2,293.0,17.8,25
sj,1991,9,2/26/1991,0.1702,0.2086,0.13752,0.19143329999999997,31.79,297.5057143,297.8285714,293.40714289999994,299.8,295.8,23.8,77.97714286,31.79,14.79428571,2.114285714,298.25714289999996,7.2,303.6,293.0,30.7,18
sj,1991,10,3/5/1991,0.21075,0.2641,0.2476857,0.2163571,0.0,297.77714289999994,298.0785714,293.5314286,300.3,296.4,8.3,77.31571429,0.0,14.92,2.242857143,299.01428569999996,8.314285714,304.1,293.6,10.9,21
sj,1991,11,3/12/1991,0.13374181467641666,0.14262630793942144,0.21325,0.2405429,0.0,297.4314286,297.6357143,293.3357143,300.1,295.7,13.37,78.13857143,0.0,14.78714286,2.7285714289999996,298.92857139999995,8.971428571,304.7,293.6,3.6,17
sj,1991,12,3/19/1991,0.1279,0.1784,0.1470143,0.1593,0.0,297.40714289999994,297.6142857,293.25428569999997,300.4,295.4,11.1,77.88285714,0.0,14.74571429,2.542857143,299.0857143,6.971428571000001,305.2,294.1,5.7,17
sj,1991,13,3/26/1991,0.28035,0.223575,0.2478833,0.2473857,0.0,297.47,297.6928571,293.74,301.0,295.7,21.26,80.00142857,0.0,15.14857143,2.757142857,299.0571429,6.585714286,305.2,295.2,26.9,16
sj,1991,14,4/2/1991,0.1691,0.216825,0.2605143,0.22197139999999999,12.92,297.06428569999997,297.18571430000003,292.48,299.4,295.4,20.9,75.66285714,12.92,13.99142857,2.285714286,298.24285710000004,6.8142857139999995,301.9,293.6,4.1,16
sj,1991,15,4/9/1991,0.1765,0.2763,0.18453329999999998,0.17736670000000002,6.0,297.37285710000003,297.65714289999994,293.61571430000004,299.2,295.9,19.78,79.62857143,6.0,14.99285714,2.628571429,298.3,6.514285714,301.9,294.1,18.8,15
sj,1991,16,4/16/1991,0.0774,0.1024,0.16355,0.20616669999999998,44.57,297.2842857,297.39285710000007,292.17,298.9,296.0,21.9,73.35142857,44.57,13.73285714,2.014285714,298.51428569999996,6.271428571,302.4,294.1,19.4,23
sj,1991,17,4/23/1991,0.13325568095750295,0.18845,0.1883143,0.2249429,32.72,298.07428569999996,298.23571430000004,294.0285714,299.6,296.7,19.7,78.44714286,32.72,15.46142857,2.3,299.5285714,8.014285714,305.8,294.7,3.5,16
sj,1991,18,4/30/1991,0.20916669999999998,0.160575,0.1761714,0.1761714,0.0,298.83142860000004,299.07142860000005,294.97,301.0,297.1,8.38,79.36,0.0,16.31428571,2.8,300.31428569999997,7.714285714,305.2,295.8,2.8,17
sj,1991,19,5/7/1991,0.11595,0.180175,0.1063857,0.1111857,35.38,298.6385714,298.7214286,294.81285710000003,300.9,297.2,20.6,79.54142857,35.38,16.18571429,2.414285714,299.92857139999995,6.928571429,304.7,295.8,40.2,12
sj,1991,20,5/14/1991,0.1091024315409479,0.10455,0.15115,0.0964,4.16,298.3257143,298.40714289999994,294.61857139999995,300.1,296.6,35.37,80.06714286,4.16,15.97428571,2.5,299.5285714,6.585714286,303.6,295.8,32.8,17
sj,1991,21,5/21/1991,0.0669,0.1335667,0.09711667,0.1356,51.16,298.5842857,298.45714289999995,295.1242857,300.4,297.0,59.3,81.30142857,51.16,16.50142857,1.857142857,300.3857143,6.7,304.7,295.8,3.6,10
sj,1991,22,5/28/1991,0.1401,0.15946670000000002,0.2143167,0.2571,55.37,298.80857139999995,298.8857143,295.2742857,301.1,297.3,43.4,81.08857143,55.37,16.64571429,2.142857143,300.9428571,7.014285714,306.3,296.3,5.6,15
sj,1991,23,6/4/1991,0.08585,0.087,0.1196,0.1659286,8.08,299.5185714,299.75,294.92571430000004,301.6,297.4,5.0,76.07428571,8.08,16.32428571,2.871428571,301.07142860000005,7.5,306.3,296.3,20.6,19
sj,1991,24,6/11/1991,0.1091,0.15646670000000001,0.17342860000000002,0.1739714,6.09,299.89142860000004,300.07142860000005,295.49285710000004,301.8,298.4,5.82,77.03571429,6.09,16.88285714,2.4,301.22857139999996,7.971428571000001,306.9,296.9,9.4,21
sj,1991,25,6/18/1991,0.0596,0.09235,0.1301286,0.13064289999999998,44.25,299.7757143,299.9714286,296.3,301.9,298.4,17.0,81.42142857,44.25,17.70428571,2.171428571,301.92857139999995,7.142857143,306.9,298.0,3.3,14
sj,1991,26,6/25/1991,0.07965,0.122,0.18511429999999998,0.1582429,73.76,299.41,299.47857139999996,296.22857139999996,302.5,297.7,37.8,82.74571429,73.76,17.62857143,2.042857143,300.9142857,7.4,305.8,295.8,12.4,18
sj,1991,27,7/2/1991,0.15551766045263893,0.1779333,0.2015286,0.1981571,26.7,299.37142860000006,299.3857143,295.9457143,302.4,297.4,51.99,81.69428571,26.7,17.35285714,2.142857143,301.37142860000006,6.6,305.8,296.9,24.7,13
sj,1991,28,7/9/1991,0.068070383,0.0784737389317538,0.13805,0.1679167,6.13,300.00142860000005,300.1714286,295.7914286,302.1,297.9,18.7,77.87714286,6.13,17.15142857,2.4285714290000002,301.4142857,6.671428571,305.8,297.4,4.6,14
sj,1991,29,7/16/1991,0.04164857362084984,0.07733333,0.09982857,0.11664289999999998,29.67,300.2342857,300.34285710000006,296.08142860000004,302.2,298.6,23.6,78.24142857,29.67,17.47285714,2.4285714290000002,301.8,6.914285714,306.9,296.9,12.2,18
sj,1991,30,7/23/1991,0.0801,0.00805,0.1380333,0.12906669999999998,56.58,299.80857139999995,299.97857139999996,296.33285710000007,302.1,298.2,27.4,81.48285714,56.58,17.73428571,2.242857143,301.0,5.885714286,305.8,297.4,43.1,23
sj,1991,31,7/30/1991,0.0974624183709425,0.0943422699137706,0.19064289999999998,0.15932860000000001,48.41,299.85285710000005,299.9642857,296.47857139999996,302.0,298.3,34.39,81.89714286,48.41,17.87857143,2.3,301.57142860000005,6.342857143,306.3,298.0,18.0,25
sj,1991,32,8/6/1991,0.07315,0.1124,0.19258570000000003,0.2093571,13.29,299.83142860000004,299.8642857,296.4685714,301.8,298.1,31.5,81.96,13.29,17.89571429,2.242857143,301.5,6.514285714,305.8,297.4,12.5,62
sj,1991,33,8/13/1991,0.0593,0.07525053709261975,0.1551,0.1567,0.0,300.42,300.65,296.4842857,302.8,298.7,20.4,79.19714286,0.0,17.91142857,2.185714286,302.42857139999995,5.471428571000001,306.3,298.6,3.3,60
sj,1991,34,8/20/1991,0.0569,0.09813999999999999,0.1285143,0.1437286,51.88,300.31142860000006,300.3857143,296.58142860000004,302.6,298.3,25.47,80.25571429,51.88,18.01142857,2.4,302.27142860000004,7.514285714,307.4,297.4,1.5,76
sj,1991,35,8/27/1991,0.0693,0.05705,0.22504000000000002,0.1864,55.2,300.1171429,300.2,296.67,302.3,298.6,23.8,81.59428571,55.2,18.09142857,2.371428571,301.15714289999994,7.0,305.2,296.9,10.7,66
sj,1991,36,9/3/1991,0.10805,0.091675,0.1398,0.16241429999999998,65.9,300.1057143,300.15,296.79857139999996,302.3,298.4,42.33,82.31,65.9,18.26285714,2.128571429,301.9428571,7.542857142999999,307.4,297.4,27.2,64
sj,1991,37,9/10/1991,0.10475,0.15983329999999998,0.11208,0.1446429,33.56,300.54,300.6357143,296.45142860000004,302.8,298.7,11.4,78.62714286,33.56,17.89571429,3.042857143,301.9714286,7.7,306.9,296.3,61.0,68
sj,1991,38,9/17/1991,0.1098,0.1527333,0.16857139999999998,0.1688714,29.53,300.52714289999994,300.6,296.90142860000003,303.0,298.8,28.8,80.87714286,29.53,18.4,2.457142857,301.9142857,6.8,306.3,297.4,7.9,89
sj,1991,39,9/24/1991,0.1676,0.1489,0.17142860000000001,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.42428571,73.55,18.04428571,2.0714285709999998,301.14285710000007,6.6857142860000005,305.8,297.4,31.8,92
sj,1991,40,10/1/1991,0.1291,0.16672,0.177,0.1955571,31.68,299.65,299.6928571,296.39714289999995,301.6,298.3,60.0,82.48571429,31.68,17.85,2.042857143,300.74285710000004,6.914285714,305.8,296.3,26.5,140
sj,1991,41,10/8/1991,0.09300000000000001,0.09300000000000001,0.1450833,0.1681667,32.1,299.56285710000003,299.6714286,295.88714289999996,302.0,297.6,55.1,80.51571429,32.1,17.34428571,2.257142857,300.65714289999994,6.614285714,304.7,295.8,8.3,116
sj,1991,42,10/15/1991,0.0137,0.12886,0.10904289999999998,0.1070286,3.29,299.89714289999995,299.9214286,296.0185714,302.0,298.1,31.19,79.38285714,3.29,17.43142857,2.3,301.54285710000005,7.628571429,306.9,297.4,21.3,142
sj,1991,43,10/22/1991,0.1944,0.1186,0.18081429999999998,0.1998714,50.24,299.89142860000004,299.99285710000004,295.4557143,302.0,298.0,12.6,76.77714286,50.24,16.85,2.814285714,300.8285714,7.085714286,305.8,296.3,3.5,129
sj,1991,44,10/29/1991,0.094,0.09665,0.1255667,0.12131669999999999,72.61,299.9057143,299.99285710000004,295.91857139999996,302.4,298.1,26.83,78.98714286,72.61,17.37571429,3.042857143,301.1142857,7.257142857000001,305.8,297.4,4.8,140
sj,1991,45,11/5/1991,0.0544,0.05475,0.1121333,0.1193857,42.92,299.09,299.2785714,295.56714289999996,302.6,297.3,74.83,81.05857143,42.92,16.96714286,2.9,300.18571430000003,6.757142857000001,305.2,295.8,41.4,140
sj,1991,46,11/12/1991,0.0954,0.1114,0.19494289999999997,0.1980571,78.73,298.68571430000003,298.7857143,295.61571430000004,301.0,297.4,72.7,83.51428571,78.73,17.06142857,1.971428571,299.65714289999994,6.742857142999999,304.1,295.2,28.2,127
sj,1991,47,11/19/1991,0.00825,0.028425,0.13874289999999997,0.1796429,0.0,298.6985714,298.70714289999995,294.03,300.8,297.1,15.1,75.54857143,0.0,15.46,2.271428571,299.31428569999997,6.8142857139999995,303.0,295.2,9.4,129
sj,1991,48,11/26/1991,0.08786667,0.1519,0.1796286,0.16618570000000002,35.34,298.3757143,298.5,294.93857139999994,301.1,296.9,78.43,81.48571429,35.34,16.32285714,2.028571429,299.27142860000004,6.585714286,303.0,295.2,76.2,169
sj,1991,49,12/3/1991,0.0802,0.14025,0.13362860000000001,0.13445710000000002,0.0,298.64285710000007,298.84285710000006,294.9742857,300.5,297.7,35.1,80.27571429,0.0,16.34,1.8,299.72857139999996,6.0571428570000005,303.6,296.3,19.6,141
sj,1991,50,12/10/1991,-0.02665,0.2128,0.2224143,0.2289429,0.0,298.5185714,298.59285710000006,294.51428569999996,300.2,297.3,26.8,78.62142857,0.0,15.88428571,2.014285714,298.6142857,5.857142857,302.4,294.7,34.2,108
sj,1991,51,12/17/1991,0.03636272585422251,0.04613333,0.1144,0.04045714,0.0,298.0842857,298.1357143,292.86571430000004,299.6,296.6,8.76,72.86142857,0.0,14.33571429,2.0714285709999998,298.0,6.157142857,301.9,293.6,6.1,78
sj,1991,52,12/24/1991,0.12355,0.1237,0.13793329999999998,0.1297556,0.0,296.52142860000004,296.50714289999996,292.04571430000004,299.2,294.3,19.3,76.12714286,0.0,13.63571429,2.214285714,297.35714289999993,6.1857142860000005,301.3,292.4,13.7,70
sj,1992,1,1/1/1992,0.1251,0.15786670000000003,0.18528329999999998,0.18136670000000002,35.47080906,299.17690132793416,299.27096456575686,295.0941416050699,301.37659287515794,297.3100451146632,23.39313269920717,78.63627511421345,35.47080906000001,16.547836906374187,2.5008535113695984,300.07571733095705,6.870312762271709,304.8421328725212,295.6965011394231,22.581972433210012,81
sj,1992,2,1/8/1992,0.10083330000000001,0.073575,0.13871429999999998,0.1127857,200.85,297.91285710000005,298.12142860000006,294.45714289999995,300.4,296.1,18.3,81.3,200.85,15.87857143,2.3,298.65714289999994,7.5,303.6,293.6,58.2,104
sj,1992,3,1/15/1992,0.2224,0.2299,0.19845710000000003,0.1994143,3.12,297.3385714,297.48571430000004,294.46714289999994,300.2,295.6,19.8,84.11714286,3.12,15.83285714,1.857142857,298.4714286,6.171428571,304.1,294.7,32.3,90
sj,1992,4,1/22/1992,0.12253330000000001,0.13105,0.18884289999999998,0.1688714,0.0,297.09142860000003,297.3357143,293.02142860000004,299.5,295.6,5.11,78.29142857,0.0,14.48285714,2.357142857,297.85714289999993,7.4428571429999995,303.6,293.0,1.3,85
sj,1992,5,1/29/1992,0.030077844322399905,0.0483,0.1736714,0.1919286,0.0,297.42,297.55,292.7185714,299.3,295.5,6.5,75.22,0.0,14.18571429,2.442857143,297.8,6.585714286,301.9,293.0,9.2,55
sj,1992,6,2/5/1992,0.1016,0.0846,0.11171669999999999,0.18795710000000002,0.0,296.92,297.12857139999994,292.6171429,300.7,294.5,16.2,77.05857143,0.0,14.12285714,3.4,297.7142857,7.357142857,303.6,293.0,3.0,53
sj,1992,7,2/12/1992,0.12685168153851922,0.1305,0.1957429,0.17885710000000002,35.47080905999998,297.79857139999996,298.0571429,294.65,300.2,295.3,20.1,82.87571429,35.47080906000003,16.06,2.2,299.0285714,6.571428571,305.2,293.0,1.3,65
sj,1992,8,2/19/1992,0.128431761076663,0.1844667,0.1946143,0.20305710000000002,35.47080905999996,297.8985714,298.10714289999993,293.62857139999994,300.1,296.3,4.4,77.29571429,35.470809059999986,15.01285714,2.585714286,298.75714289999996,7.385714286,306.9,294.7,8.9,33
sj,1992,9,2/26/1992,0.10705,0.0815,0.1652429,0.1630571,35.47080905999996,297.47285710000006,297.67857139999995,292.96714289999994,299.3,296.3,14.4,76.03714286,35.47080905999997,14.38142857,2.414285714,298.2857143,6.171428571,302.4,294.7,16.0,38
sj,1992,10,3/4/1992,0.1449125070859525,0.18218,0.19108570000000002,0.1928571,0.0,297.65142860000003,297.8,293.31714289999996,299.8,295.7,5.5,76.87857143,0.0,14.70142857,2.314285714,298.65714289999994,7.8142857139999995,304.1,293.6,2.9,59
sj,1992,11,3/11/1992,0.08685,0.09015,0.128,0.1551,23.22,297.63428569999996,297.7857143,293.54,299.6,296.1,12.6,78.05714286,23.22,14.94428571,2.514285714,298.7857143,7.757142857000001,304.7,294.7,5.9,40
sj,1992,12,3/18/1992,0.05305,0.08405,0.1417714,0.13451429999999998,0.0,297.94714289999996,298.15,293.7085714,300.4,295.5,3.56,77.50571429,0.0,15.13571429,2.7,299.1,7.857142857,304.1,294.7,4.8,37
sj,1992,13,3/25/1992,0.06607284126262858,0.07084239226876221,0.1348429,0.1068,0.0,297.2185714,297.42857139999995,293.5785714,300.3,295.8,21.0,80.23857143,0.0,14.96857143,2.8,299.2,5.714285714,305.2,295.2,2.3,29
sj,1992,14,4/1/1992,0.09995,0.07765,0.1930667,0.1769,122.27,297.98285710000005,298.07142860000005,293.88428569999996,300.2,296.0,16.2,78.06714286,122.27,15.26428571,2.742857143,299.22857139999996,7.528571428999999,304.1,294.7,24.1,30
sj,1992,15,4/8/1992,0.1039,0.1315,0.1224714,0.1243857,43.21,298.68285710000004,298.87857139999994,294.1957143,301.6,295.9,11.1,76.37571429,43.21,15.61285714,3.6142857139999998,299.98571430000004,7.842857143,305.8,294.7,0.0,30
sj,1992,16,4/15/1992,0.07515,0.09743333,0.1590286,0.17298570000000002,83.11,297.83142860000004,298.0,294.9428571,300.4,296.6,70.6,84.18428571,83.11,16.32428571,2.142857143,299.81428569999997,5.885714286,304.7,295.8,24.5,28
sj,1992,17,4/22/1992,0.0922,0.1137,0.15141429999999997,0.1548286,36.16,298.0885714,298.25714289999996,294.04857139999996,300.6,296.5,25.8,78.42571429,36.16,15.45285714,2.8285714289999997,299.6714286,7.242857142999999,304.7,295.2,4.6,23
sj,1992,18,4/29/1992,0.0125,0.0635,0.07031429,0.08944286,0.0,298.19714289999996,298.52142860000004,293.4,302.1,295.6,4.0,74.93285714,0.0,14.9,3.6142857139999998,300.37142860000006,6.5,306.9,296.3,1.6,24
sj,1992,19,5/6/1992,0.10875,0.2169,0.1823286,0.2073571,13.92,298.3357143,298.4428571,294.2214286,302.1,296.0,45.0,78.48,13.92,15.75,3.0,299.7857143,6.914285714,306.9,295.2,32.0,29
sj,1992,20,5/13/1992,0.101875,-0.0088,0.14206670000000002,0.1259,2.94,298.3342857,298.51428569999996,294.2757143,300.4,296.4,27.5,78.38142857,2.94,15.68714286,2.228571429,300.4428571,5.957142857000001,304.1,295.8,8.1,26
